Attendance,Study_Hours,Assignment_Score,Previous_Test_Score,Sleep_Hours,Participation_Level,Internet_Access,Extra_Classes,Parent_Education,Screen_Time,Projects_Completed,Stress_Level,Performance
79,4.2,83,79,6.1,High,Yes,Yes,Postgraduate,3.8,6,Medium,Good
92,7.0,96,90,8.4,High,Yes,Yes,Postgraduate,3.5,8,Low,Excellent
72,6.0,82,83,6.4,Medium,Yes,Yes,Postgraduate,2.2,4,Low,Good
74,4.3,58,53,5.2,Low,Yes,No,Graduate,5.4,2,Medium,Average
91,8.0,94,91,8.1,High,Yes,Yes,Postgraduate,3.0,9,Low,Excellent
66,4.9,65,70,5.7,Medium,Yes,No,School,6.0,5,Medium,Average
71,4.5,61,55,5.8,Medium,Yes,Yes,School,4.8,3,Medium,Average
65,3.3,58,59,5.2,Low,Yes,No,School,5.6,4,High,Average
58,1.5,52,53,5.4,Low,No,No,Graduate,7.4,2,High,Poor
54,2.4,46,31,4.7,Low,Yes,No,School,8.7,0,High,Poor
46,2.9,48,53,4.8,Low,No,No,Graduate,6.8,0,High,Poor
89,7.8,100,97,7.5,High,Yes,Yes,Postgraduate,2.3,8,Low,Excellent
48,1.3,35,52,5.7,Low,Yes,No,School,9.4,1,High,Poor
55,2.7,41,35,5.7,Low,Yes,No,School,6.4,0,High,Poor
53,1.4,38,52,4.7,Low,Yes,No,School,8.2,0,High,Poor
81,5.7,70,75,7.0,Medium,Yes,Yes,Postgraduate,4.8,5,Medium,Good
87,8.5,92,85,8.9,High,Yes,Yes,Postgraduate,2.1,8,Low,Excellent
88,6.5,75,81,6.9,High,Yes,Yes,Postgraduate,2.1,7,Low,Good
71,5.1,76,74,6.7,High,Yes,Yes,Postgraduate,3.1,5,Medium,Good
59,3.9,50,64,6.8,Low,Yes,No,School,6.0,4,Medium,Average
42,2.3,39,33,4.3,Low,No,No,Graduate,6.5,2,High,Poor
74,4.6,81,72,6.6,Medium,Yes,Yes,Postgraduate,3.0,4,Medium,Good
61,3.2,50,60,6.6,Medium,Yes,Yes,School,7.5,5,Medium,Average
70,6.1,72,83,6.6,Medium,Yes,Yes,Postgraduate,5.6,8,Medium,Good
98,7.9,100,89,7.8,High,Yes,Yes,Postgraduate,1.4,7,Low,Excellent
53,1.0,41,45,4.4,Low,Yes,No,Graduate,10.0,2,High,Poor
52,2.2,47,38,4.8,Low,No,No,Graduate,9.1,2,High,Poor
85,6.6,100,95,7.4,High,Yes,Yes,Postgraduate,2.2,8,Low,Excellent
60,2.6,51,53,5.1,Low,Yes,No,School,5.9,2,High,Average
91,8.7,100,95,7.9,High,Yes,Yes,Postgraduate,3.1,10,Low,Excellent
87,4.6,84,78,8.0,High,Yes,Yes,Postgraduate,5.2,6,Low,Good
57,4.6,51,57,6.6,Low,Yes,No,School,6.5,2,High,Average
92,8.5,91,89,8.1,High,Yes,Yes,Postgraduate,2.3,10,Low,Excellent
75,4.8,62,54,5.5,Low,Yes,Yes,Graduate,6.9,2,High,Average
42,2.5,46,53,4.9,Low,Yes,No,Graduate,9.1,1,High,Poor
65,4.7,67,65,5.0,Medium,Yes,Yes,School,4.4,5,Medium,Average
45,1.2,53,41,4.7,Low,Yes,No,School,6.3,0,High,Poor
62,3.5,54,69,7.0,Medium,Yes,Yes,Graduate,6.3,3,Medium,Average
57,3.8,67,62,5.6,Low,Yes,No,Graduate,6.0,3,High,Average
99,6.1,97,98,8.1,High,Yes,Yes,Postgraduate,1.9,8,Low,Excellent
88,9.1,89,91,8.2,High,Yes,Yes,Postgraduate,3.6,9,Low,Excellent
57,2.4,53,60,5.2,Low,Yes,Yes,Graduate,4.5,5,Medium,Average
59,2.3,37,53,4.6,Low,No,No,School,7.8,2,High,Poor
71,5.4,75,75,6.4,High,Yes,Yes,Postgraduate,5.0,4,Medium,Good
61,4.8,67,54,6.2,Medium,Yes,Yes,Graduate,5.6,3,Medium,Average
91,7.3,92,86,7.7,High,Yes,Yes,Postgraduate,2.5,10,Low,Excellent
68,3.3,54,61,6.5,Medium,Yes,Yes,Graduate,4.6,3,High,Average
57,2.3,55,30,5.3,Low,No,No,School,9.4,0,High,Poor
44,1.7,45,45,5.2,Low,Yes,No,School,6.1,0,High,Poor
87,8.7,98,90,8.2,High,Yes,Yes,Postgraduate,1.9,8,Low,Excellent
70,3.3,52,51,6.3,Medium,Yes,Yes,Graduate,5.6,5,Medium,Average
65,3.5,70,55,5.3,Medium,Yes,Yes,Graduate,5.9,5,Medium,Average
100,10.0,88,87,7.2,High,Yes,Yes,Postgraduate,1.6,8,Low,Excellent
53,1.4,43,33,5.5,Low,No,No,School,8.7,2,High,Poor
65,4.8,51,51,6.0,Medium,Yes,Yes,School,4.5,5,High,Average
92,7.7,92,99,7.6,High,Yes,Yes,Postgraduate,2.5,10,Low,Excellent
89,6.9,87,90,7.6,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
71,2.2,56,53,5.9,Low,Yes,Yes,Graduate,6.3,2,Medium,Average
53,2.8,37,31,4.9,Low,Yes,No,School,6.8,1,High,Poor
78,4.7,80,77,7.7,Medium,Yes,Yes,Postgraduate,2.6,4,Medium,Good
90,6.8,83,81,7.0,Medium,Yes,Yes,Postgraduate,2.2,8,Low,Good
52,2.8,40,55,4.8,Low,Yes,No,School,7.0,1,High,Poor
51,1.4,52,46,4.5,Low,No,No,School,9.1,1,High,Poor
44,2.6,42,30,4.4,Low,Yes,No,Graduate,6.2,2,High,Poor
74,6.1,85,83,6.5,High,Yes,Yes,Postgraduate,5.6,8,Medium,Good
71,6.0,74,85,7.1,High,Yes,Yes,Postgraduate,2.2,5,Low,Good
91,7.4,95,92,8.2,High,Yes,Yes,Postgraduate,1.9,10,Low,Excellent
69,2.1,57,63,6.4,Low,Yes,Yes,Graduate,6.2,4,Medium,Average
85,6.1,85,93,8.1,High,Yes,Yes,Postgraduate,2.1,10,Low,Excellent
92,8.1,87,97,8.8,High,Yes,Yes,Postgraduate,3.5,8,Low,Excellent
74,2.1,65,67,5.7,Low,Yes,No,Graduate,7.5,5,Medium,Average
65,3.7,51,50,6.3,Medium,Yes,Yes,School,7.3,3,High,Average
58,1.2,43,44,5.5,Low,No,No,Graduate,8.1,0,High,Poor
65,4.1,66,62,5.9,Low,Yes,No,School,6.1,4,Medium,Average
97,6.5,94,90,8.7,High,Yes,Yes,Postgraduate,2.9,7,Low,Excellent
49,2.3,51,46,6.0,Low,No,No,School,9.3,0,High,Poor
59,2.9,35,33,5.4,Low,Yes,No,Graduate,7.4,2,High,Poor
91,7.7,98,90,7.4,High,Yes,Yes,Postgraduate,3.0,8,Low,Excellent
80,4.5,79,77,6.5,High,Yes,Yes,Graduate,2.8,5,Medium,Good
66,2.6,68,68,5.7,Medium,Yes,Yes,School,6.2,4,Medium,Average
83,6.3,71,73,7.1,Medium,Yes,Yes,Postgraduate,5.7,8,Low,Good
81,6.3,75,71,6.5,High,Yes,Yes,Graduate,4.0,7,Medium,Good
66,4.4,60,70,5.5,Low,Yes,Yes,Graduate,7.6,5,High,Average
91,6.9,97,94,8.0,High,Yes,Yes,Postgraduate,2.4,10,Low,Excellent
72,2.9,57,60,5.5,Low,Yes,No,School,7.0,2,High,Average
81,5.5,82,83,8.0,Medium,Yes,Yes,Postgraduate,2.5,6,Medium,Good
76,6.0,77,78,7.7,Medium,Yes,Yes,Postgraduate,2.8,6,Medium,Good
87,5.1,70,79,7.4,High,Yes,Yes,Postgraduate,5.5,6,Low,Good
86,7.7,89,85,8.5,High,Yes,Yes,Postgraduate,3.7,7,Low,Excellent
74,2.5,56,67,6.9,Medium,Yes,No,Graduate,5.0,3,Medium,Average
58,1.5,40,47,5.9,Low,No,No,School,6.4,0,High,Poor
46,1.9,47,46,5.7,Low,Yes,No,School,7.2,0,High,Poor
81,5.4,84,72,6.2,High,Yes,Yes,Graduate,4.0,4,Low,Good
90,6.2,77,81,7.5,Medium,Yes,Yes,Postgraduate,5.7,8,Medium,Good
93,6.4,98,90,7.6,High,Yes,Yes,Postgraduate,2.4,7,Low,Excellent
55,2.7,46,36,5.5,Low,Yes,No,School,9.4,1,High,Poor
40,1.9,36,35,4.3,Low,Yes,No,Graduate,9.6,0,High,Poor
43,2.5,39,42,5.6,Low,No,No,Graduate,9.5,0,High,Poor
42,1.4,48,54,4.4,Low,No,No,School,7.1,1,High,Poor
66,3.9,67,55,5.5,Low,Yes,Yes,Graduate,4.3,4,Medium,Average
85,4.1,79,73,7.9,Medium,Yes,Yes,Graduate,5.2,6,Low,Good
94,6.4,100,86,8.1,High,Yes,Yes,Postgraduate,3.1,9,Low,Excellent
78,6.2,73,82,6.6,High,Yes,Yes,Graduate,2.5,5,Low,Good
93,6.7,100,89,7.6,High,Yes,Yes,Postgraduate,2.1,8,Low,Excellent
43,1.7,43,54,4.3,Low,Yes,No,Graduate,8.1,1,High,Poor
75,5.0,71,80,7.6,Medium,Yes,Yes,Graduate,5.3,7,Medium,Good
89,6.1,83,71,6.9,Medium,Yes,Yes,Postgraduate,4.5,6,Medium,Good
86,5.7,73,73,8.0,Medium,Yes,Yes,Graduate,5.0,6,Medium,Good
86,7.2,87,87,8.4,High,Yes,Yes,Postgraduate,1.7,7,Low,Excellent
78,6.1,82,72,6.9,High,Yes,Yes,Postgraduate,3.6,4,Medium,Good
59,3.3,69,55,6.3,Low,Yes,Yes,Graduate,7.5,4,High,Average
91,7.3,88,96,7.9,High,Yes,Yes,Postgraduate,2.6,8,Low,Excellent
63,2.9,57,64,5.3,Low,Yes,No,Graduate,5.6,2,Medium,Average
43,1.9,48,43,5.8,Low,Yes,No,Graduate,8.8,2,High,Poor
80,5.2,81,77,7.6,Medium,Yes,Yes,Postgraduate,5.1,5,Low,Good
90,7.9,87,98,8.6,High,Yes,Yes,Postgraduate,2.0,8,Low,Excellent
86,9.5,96,86,7.1,High,Yes,Yes,Postgraduate,3.7,7,Low,Excellent
55,4.7,55,70,6.8,Low,Yes,Yes,School,7.3,5,Medium,Average
60,3.2,58,53,5.2,Medium,Yes,No,Graduate,5.8,2,Medium,Average
74,2.9,66,54,5.9,Low,Yes,No,School,4.6,4,High,Average
90,4.2,79,80,7.3,High,Yes,Yes,Graduate,5.5,4,Medium,Good
73,5.3,74,80,6.8,Medium,Yes,Yes,Graduate,4.8,8,Low,Good
98,9.5,98,94,7.7,High,Yes,Yes,Postgraduate,1.1,10,Low,Excellent
82,6.4,74,84,7.5,Medium,Yes,Yes,Graduate,2.4,4,Medium,Good
50,2.2,53,31,4.5,Low,Yes,No,Graduate,9.7,0,High,Poor
63,3.2,55,64,6.5,Low,Yes,Yes,School,5.5,4,High,Average
72,5.7,73,74,6.8,Medium,Yes,Yes,Graduate,5.2,7,Medium,Good
73,4.2,73,83,7.0,High,Yes,Yes,Graduate,2.6,4,Low,Good
57,2.8,57,59,6.1,Medium,Yes,No,Graduate,4.9,4,Medium,Average
67,3.0,59,54,6.7,Medium,Yes,Yes,Graduate,8.0,4,Medium,Average
66,2.7,59,61,6.3,Low,Yes,Yes,School,5.2,4,Medium,Average
85,8.8,89,92,8.3,High,Yes,Yes,Postgraduate,2.2,10,Low,Excellent
93,9.0,98,92,8.2,High,Yes,Yes,Postgraduate,2.3,7,Low,Excellent
87,7.8,94,87,7.3,High,Yes,Yes,Postgraduate,2.5,7,Low,Excellent
78,4.3,75,76,7.0,High,Yes,Yes,Graduate,5.3,7,Medium,Good
63,4.2,53,60,5.9,Medium,Yes,No,School,6.9,2,High,Average
58,1.2,44,54,4.7,Low,No,No,Graduate,6.7,2,High,Poor
59,3.9,57,68,6.7,Medium,Yes,No,Graduate,7.2,2,Medium,Average
96,9.2,92,85,8.1,High,Yes,Yes,Postgraduate,3.6,8,Low,Excellent
86,5.5,81,81,6.1,High,Yes,Yes,Graduate,6.0,8,Medium,Good
73,3.0,66,70,6.9,Low,Yes,No,School,5.0,2,Medium,Average
48,1.2,38,42,5.2,Low,Yes,No,School,9.3,2,High,Poor
62,4.6,53,64,7.0,Medium,Yes,No,School,4.3,2,High,Average
85,7.4,93,87,8.0,High,Yes,Yes,Postgraduate,1.5,7,Low,Excellent
70,4.7,64,52,6.6,Medium,Yes,No,Graduate,5.0,4,High,Average
42,2.4,43,48,5.4,Low,Yes,No,School,6.3,0,High,Poor
49,2.1,55,38,4.8,Low,No,No,Graduate,8.4,1,High,Poor
73,4.9,58,52,5.4,Low,Yes,Yes,School,7.1,3,High,Average
72,3.7,66,56,5.5,Medium,Yes,Yes,School,4.7,4,High,Average
60,2.2,56,60,5.2,Low,Yes,No,Graduate,5.9,3,Medium,Average
63,5.0,65,61,5.4,Low,Yes,No,Graduate,7.0,5,High,Average
51,2.3,44,54,5.1,Low,Yes,No,School,8.2,0,High,Poor
73,5.8,81,76,7.7,High,Yes,Yes,Postgraduate,5.4,4,Medium,Good
88,9.8,91,85,7.9,High,Yes,Yes,Postgraduate,1.8,7,Low,Excellent
58,4.7,57,52,5.7,Medium,Yes,No,Graduate,4.5,5,Medium,Average
55,3.8,57,57,6.3,Low,Yes,No,School,4.0,2,Medium,Average
68,2.0,61,67,5.9,Low,Yes,No,Graduate,6.2,2,Medium,Average
84,4.7,70,74,7.8,Medium,Yes,Yes,Graduate,2.6,5,Low,Good
100,7.1,97,95,7.1,High,Yes,Yes,Postgraduate,1.7,8,Low,Excellent
46,1.1,51,45,5.8,Low,No,No,School,9.8,2,High,Poor
75,6.4,70,82,6.1,Medium,Yes,Yes,Graduate,3.7,7,Low,Good
94,9.0,98,87,8.9,High,Yes,Yes,Postgraduate,3.9,7,Low,Excellent
53,1.0,41,36,4.4,Low,Yes,No,School,9.5,2,High,Poor
93,6.7,91,95,8.8,High,Yes,Yes,Postgraduate,1.9,7,Low,Excellent
90,8.0,87,87,8.4,High,Yes,Yes,Postgraduate,1.6,9,Low,Excellent
54,2.8,53,52,4.4,Low,No,No,Graduate,6.5,0,High,Poor
80,6.2,76,72,7.9,High,Yes,Yes,Graduate,5.6,5,Medium,Good
85,4.1,75,81,7.1,High,Yes,Yes,Postgraduate,2.2,5,Low,Good
58,2.1,53,61,6.6,Medium,Yes,Yes,School,6.0,5,Medium,Average
93,9.5,94,97,9.0,High,Yes,Yes,Postgraduate,3.3,10,Low,Excellent
41,1.3,47,37,4.6,Low,No,No,School,6.1,0,High,Poor
79,6.8,74,78,6.7,High,Yes,Yes,Graduate,4.9,6,Medium,Good
94,7.4,87,86,8.0,High,Yes,Yes,Postgraduate,1.2,9,Low,Excellent
58,2.8,41,55,5.8,Low,Yes,No,School,7.0,2,High,Poor
59,1.3,43,43,5.9,Low,Yes,No,Graduate,8.6,1,High,Poor
83,6.7,82,80,6.7,Medium,Yes,Yes,Postgraduate,4.3,4,Low,Good
70,6.3,71,77,6.4,High,Yes,Yes,Graduate,3.2,8,Medium,Good
60,4.4,63,68,6.8,Low,Yes,Yes,Graduate,5.3,3,High,Average
49,1.2,48,52,4.8,Low,No,No,School,9.4,2,High,Poor
86,7.5,95,91,8.1,High,Yes,Yes,Postgraduate,3.2,10,Low,Excellent
73,3.1,52,69,6.6,Low,Yes,No,Graduate,5.2,5,Medium,Average
63,2.7,57,67,5.4,Low,Yes,Yes,Graduate,4.3,5,Medium,Average
84,5.7,74,74,6.7,High,Yes,Yes,Postgraduate,4.5,8,Medium,Good
71,6.8,72,70,6.8,High,Yes,Yes,Postgraduate,5.6,5,Medium,Good
70,5.5,75,79,7.7,Medium,Yes,Yes,Graduate,5.2,7,Low,Good
55,1.5,54,39,5.4,Low,Yes,No,School,9.5,1,High,Poor
63,5.0,65,66,5.8,Medium,Yes,No,School,7.8,5,High,Average
59,5.0,56,52,5.1,Medium,Yes,Yes,Graduate,7.8,3,High,Average
40,1.7,49,54,4.1,Low,Yes,No,Graduate,8.1,1,High,Poor
75,4.2,59,58,5.6,Low,Yes,Yes,School,4.8,4,High,Average
50,1.6,47,38,5.6,Low,Yes,No,School,7.2,1,High,Poor
58,1.3,52,44,4.6,Low,Yes,No,Graduate,7.6,0,High,Poor
74,3.3,63,65,5.7,Low,Yes,Yes,School,6.6,2,Medium,Average
42,2.6,54,38,4.3,Low,Yes,No,Graduate,6.5,2,High,Poor
62,4.3,56,52,6.4,Low,Yes,Yes,School,5.4,3,High,Average
95,9.7,100,100,7.9,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
55,4.2,50,66,5.7,Medium,Yes,No,School,6.7,3,Medium,Average
91,9.2,89,94,8.2,High,Yes,Yes,Postgraduate,1.1,8,Low,Excellent
44,1.3,43,53,5.6,Low,No,No,School,9.4,1,High,Poor
63,2.7,52,64,6.8,Medium,Yes,No,Graduate,5.3,4,High,Average
71,3.7,56,59,7.0,Low,Yes,Yes,Graduate,4.8,4,Medium,Average
62,4.4,68,62,6.2,Low,Yes,No,School,4.1,5,Medium,Average
87,9.0,89,88,7.7,High,Yes,Yes,Postgraduate,2.2,10,Low,Excellent
87,4.8,85,83,7.7,High,Yes,Yes,Postgraduate,2.4,4,Medium,Good
78,6.7,84,74,7.1,Medium,Yes,Yes,Graduate,3.6,8,Low,Good
59,1.1,55,36,5.4,Low,No,No,School,7.3,2,High,Poor
71,5.2,80,84,7.5,Medium,Yes,Yes,Postgraduate,4.9,5,Medium,Good
71,4.0,75,77,7.2,Medium,Yes,Yes,Graduate,4.5,4,Medium,Good
73,4.1,58,61,5.4,Medium,Yes,No,School,6.5,3,High,Average
87,7.8,99,97,7.9,High,Yes,Yes,Postgraduate,3.5,10,Low,Excellent
50,1.4,40,47,4.9,Low,No,No,Graduate,6.9,1,High,Poor
54,1.3,43,47,5.9,Low,Yes,No,School,7.6,2,High,Poor
62,3.7,59,68,6.6,Low,Yes,Yes,Graduate,6.6,2,Medium,Average
75,3.5,58,67,6.0,Low,Yes,No,School,4.5,2,High,Average
81,6.8,72,84,7.8,Medium,Yes,Yes,Graduate,4.7,7,Low,Good
68,2.4,62,61,5.3,Medium,Yes,No,School,7.8,4,Medium,Average
64,2.8,61,50,5.3,Medium,Yes,Yes,Graduate,4.4,3,Medium,Average
87,7.2,93,88,8.2,High,Yes,Yes,Postgraduate,3.0,7,Low,Excellent
69,4.8,63,63,6.1,Low,Yes,Yes,Graduate,4.6,5,High,Average
91,6.2,94,93,7.5,High,Yes,Yes,Postgraduate,1.3,10,Low,Excellent
59,2.2,44,32,4.3,Low,No,No,Graduate,8.4,2,High,Poor
60,2.8,50,36,5.4,Low,Yes,No,Graduate,6.6,0,High,Poor
89,6.0,83,79,6.5,Medium,Yes,Yes,Postgraduate,5.8,6,Medium,Good
74,5.2,71,80,6.2,High,Yes,Yes,Postgraduate,5.8,7,Medium,Good
87,9.0,100,94,7.5,High,Yes,Yes,Postgraduate,3.1,7,Low,Excellent
57,2.6,50,64,6.3,Medium,Yes,Yes,School,7.3,2,High,Average
65,4.5,51,63,6.9,Low,Yes,Yes,Graduate,6.0,4,High,Average
96,6.5,89,85,8.0,High,Yes,Yes,Postgraduate,1.0,9,Low,Excellent
43,2.8,43,39,4.3,Low,No,No,Graduate,6.7,2,High,Poor
70,6.1,72,71,6.6,High,Yes,Yes,Postgraduate,5.5,5,Medium,Good
61,4.3,65,70,5.4,Medium,Yes,Yes,School,4.8,4,Medium,Average
87,6.2,90,92,8.5,High,Yes,Yes,Postgraduate,3.6,9,Low,Excellent
93,6.2,90,94,8.1,High,Yes,Yes,Postgraduate,1.3,7,Low,Excellent
57,3.0,60,65,7.0,Medium,Yes,No,Graduate,4.3,2,Medium,Average
49,2.2,52,53,4.2,Low,Yes,No,School,9.2,1,High,Poor
52,1.0,48,52,4.6,Low,Yes,No,Graduate,9.4,1,High,Poor
44,3.0,53,41,5.8,Low,Yes,No,Graduate,7.8,1,High,Poor
86,6.3,88,98,7.4,High,Yes,Yes,Postgraduate,1.5,8,Low,Excellent
97,8.3,86,87,9.0,High,Yes,Yes,Postgraduate,1.2,10,Low,Excellent
86,8.6,99,92,8.1,High,Yes,Yes,Postgraduate,1.5,9,Low,Excellent
97,8.6,94,100,7.8,High,Yes,Yes,Postgraduate,1.6,7,Low,Excellent
66,4.8,59,56,6.2,Medium,Yes,Yes,School,6.4,3,High,Average
92,9.7,95,92,8.8,High,Yes,Yes,Postgraduate,2.0,8,Low,Excellent
75,7.0,76,75,7.3,Medium,Yes,Yes,Postgraduate,3.6,6,Low,Good
53,2.4,37,54,5.7,Low,Yes,No,Graduate,6.2,0,High,Poor
40,1.9,39,47,4.0,Low,Yes,No,School,8.2,1,High,Poor
88,5.7,85,75,6.1,High,Yes,Yes,Graduate,3.3,8,Medium,Good
85,4.6,85,80,7.7,Medium,Yes,Yes,Postgraduate,3.4,6,Medium,Good
42,2.1,37,31,5.0,Low,No,No,School,9.6,2,High,Poor
92,7.7,100,93,7.1,High,Yes,Yes,Postgraduate,1.2,10,Low,Excellent
87,5.0,83,83,7.0,Medium,Yes,Yes,Postgraduate,5.3,5,Medium,Good
98,7.4,98,100,8.9,High,Yes,Yes,Postgraduate,2.5,7,Low,Excellent
60,3.6,50,52,6.5,Medium,Yes,Yes,Graduate,6.4,5,High,Average
93,8.0,88,90,7.3,High,Yes,Yes,Postgraduate,2.2,10,Low,Excellent
72,2.1,51,68,6.2,Medium,Yes,Yes,Graduate,4.3,3,High,Average
92,6.8,100,90,8.8,High,Yes,Yes,Postgraduate,1.0,8,Low,Excellent
74,5.2,82,82,7.5,Medium,Yes,Yes,Postgraduate,5.2,6,Low,Good
100,7.9,88,99,8.4,High,Yes,Yes,Postgraduate,3.2,10,Low,Excellent
92,8.0,93,96,7.3,High,Yes,Yes,Postgraduate,2.6,8,Low,Excellent
68,4.0,60,54,5.9,Medium,Yes,No,Graduate,6.8,2,Medium,Average
95,6.8,87,97,7.4,High,Yes,Yes,Postgraduate,1.2,7,Low,Excellent
41,1.4,48,43,5.1,Low,Yes,No,School,8.1,0,High,Poor
75,3.1,55,61,6.8,Low,Yes,Yes,School,7.1,3,High,Average
95,10.0,99,88,8.4,High,Yes,Yes,Postgraduate,2.2,7,Low,Excellent
54,2.6,45,39,5.5,Low,Yes,No,Graduate,6.2,1,High,Poor
41,2.3,37,37,4.3,Low,No,No,Graduate,10.0,1,High,Poor
95,6.8,94,92,8.0,High,Yes,Yes,Postgraduate,2.2,9,Low,Excellent
47,2.1,54,45,5.6,Low,No,No,School,9.4,2,High,Poor
89,8.7,92,99,7.2,High,Yes,Yes,Postgraduate,2.5,10,Low,Excellent
78,4.5,78,79,7.6,High,Yes,Yes,Graduate,2.7,7,Low,Good
55,2.8,40,51,4.6,Low,No,No,School,9.7,2,High,Poor
48,2.1,46,33,5.5,Low,Yes,No,Graduate,8.1,1,High,Poor
72,4.6,66,62,5.4,Medium,Yes,Yes,Graduate,5.3,2,High,Average
82,4.7,80,74,7.2,High,Yes,Yes,Postgraduate,4.0,8,Low,Good
80,6.7,78,78,7.0,Medium,Yes,Yes,Postgraduate,4.6,8,Low,Good
57,2.7,44,39,5.9,Low,No,No,Graduate,6.7,0,High,Poor
85,6.2,86,98,7.6,High,Yes,Yes,Postgraduate,2.0,7,Low,Excellent
86,6.4,95,93,7.9,High,Yes,Yes,Postgraduate,3.0,8,Low,Excellent
56,3.8,59,64,5.3,Low,Yes,Yes,Graduate,6.0,4,High,Average
100,7.8,95,100,8.3,High,Yes,Yes,Postgraduate,1.1,9,Low,Excellent
59,4.7,53,51,5.8,Medium,Yes,Yes,Graduate,6.0,3,High,Average
89,8.4,95,94,7.4,High,Yes,Yes,Postgraduate,4.0,9,Low,Excellent
74,4.0,71,72,6.2,High,Yes,Yes,Postgraduate,5.3,8,Medium,Good
87,5.1,79,71,7.8,Medium,Yes,Yes,Postgraduate,5.1,8,Low,Good
75,5.6,74,83,7.4,High,Yes,Yes,Graduate,2.2,7,Low,Good
92,9.9,95,96,8.1,High,Yes,Yes,Postgraduate,1.7,7,Low,Excellent
92,8.4,96,98,8.5,High,Yes,Yes,Postgraduate,1.6,8,Low,Excellent
73,6.9,78,70,6.2,Medium,Yes,Yes,Graduate,3.5,7,Low,Good
94,9.1,90,90,7.0,High,Yes,Yes,Postgraduate,3.3,9,Low,Excellent
59,3.5,55,53,6.3,Medium,Yes,No,Graduate,4.2,5,High,Average
89,9.7,95,98,7.6,High,Yes,Yes,Postgraduate,1.1,9,Low,Excellent
52,1.2,54,51,5.5,Low,No,No,Graduate,6.1,0,High,Poor
65,3.7,61,68,5.6,Medium,Yes,Yes,School,5.3,3,Medium,Average
90,5.8,81,82,6.4,High,Yes,Yes,Postgraduate,4.8,7,Medium,Good
72,3.8,61,66,6.7,Low,Yes,No,School,5.6,5,Medium,Average
98,7.0,90,92,8.1,High,Yes,Yes,Postgraduate,1.5,8,Low,Excellent
56,2.6,61,59,6.5,Medium,Yes,Yes,School,4.7,5,Medium,Average
57,4.1,56,53,5.7,Low,Yes,No,School,4.8,5,Medium,Average
44,1.0,49,50,5.8,Low,Yes,No,Graduate,8.9,1,High,Poor
90,7.8,86,91,8.2,High,Yes,Yes,Postgraduate,1.6,7,Low,Excellent
85,6.2,89,96,8.6,High,Yes,Yes,Postgraduate,2.6,10,Low,Excellent
69,2.9,69,53,5.4,Medium,Yes,No,School,4.8,4,High,Average
76,5.6,73,77,7.3,High,Yes,Yes,Graduate,4.1,7,Low,Good
80,5.7,81,79,7.8,Medium,Yes,Yes,Graduate,4.3,5,Medium,Good
87,8.4,91,85,7.5,High,Yes,Yes,Postgraduate,4.0,9,Low,Excellent
49,1.8,39,48,4.8,Low,No,No,Graduate,7.1,0,High,Poor
83,4.4,79,84,6.4,Medium,Yes,Yes,Postgraduate,4.3,4,Medium,Good
81,6.9,74,83,6.3,High,Yes,Yes,Postgraduate,5.9,5,Medium,Good
73,3.6,50,60,6.2,Low,Yes,No,Graduate,4.5,3,Medium,Average
93,7.7,86,99,7.1,High,Yes,Yes,Postgraduate,2.6,7,Low,Excellent
82,5.3,74,84,6.6,Medium,Yes,Yes,Graduate,2.7,4,Low,Good
40,1.6,41,41,4.1,Low,No,No,Graduate,8.2,0,High,Poor
45,2.5,55,54,4.5,Low,Yes,No,Graduate,8.4,0,High,Poor
51,1.1,40,50,4.5,Low,Yes,No,Graduate,7.2,0,High,Poor
95,6.8,91,92,7.6,High,Yes,Yes,Postgraduate,3.4,10,Low,Excellent
41,2.1,53,52,4.3,Low,No,No,School,6.5,0,High,Poor
98,9.5,94,88,7.1,High,Yes,Yes,Postgraduate,1.6,10,Low,Excellent
77,6.1,80,78,6.4,High,Yes,Yes,Postgraduate,5.4,6,Low,Good
95,9.4,98,91,7.5,High,Yes,Yes,Postgraduate,2.4,7,Low,Excellent
56,2.7,51,39,5.5,Low,No,No,School,8.4,1,High,Poor
81,4.4,70,76,7.3,High,Yes,Yes,Postgraduate,5.7,6,Medium,Good
100,7.8,91,98,7.6,High,Yes,Yes,Postgraduate,1.2,10,Low,Excellent
85,5.2,75,71,6.5,Medium,Yes,Yes,Postgraduate,2.7,7,Medium,Good
45,1.8,51,40,5.0,Low,Yes,No,School,7.3,1,High,Poor
50,2.4,50,49,5.9,Low,Yes,No,Graduate,7.5,0,High,Poor
76,6.1,83,84,7.4,High,Yes,Yes,Graduate,3.2,5,Medium,Good
55,4.3,54,52,5.9,Low,Yes,Yes,School,6.0,3,Medium,Average
87,7.3,98,87,7.8,High,Yes,Yes,Postgraduate,4.0,10,Low,Excellent
71,3.7,65,59,5.3,Low,Yes,No,School,5.0,3,Medium,Average
95,8.2,92,100,7.9,High,Yes,Yes,Postgraduate,2.4,7,Low,Excellent
89,9.1,99,96,8.1,High,Yes,Yes,Postgraduate,1.6,8,Low,Excellent
65,5.0,70,51,5.8,Low,Yes,Yes,Graduate,6.2,4,Medium,Average
60,2.6,43,30,5.3,Low,No,No,Graduate,8.1,2,High,Poor
